room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
13393418,76181684,Entire home/apt,,East Boston,71,4.5,4,,135.0,1.0,42.377757,-71.034742,2016-11-21 07:57:59.519410
395975,1931881,Private room,,South Boston,16,5.0,3,,88.0,1.0,42.33644,-71.028744,2016-11-21 07:57:41.480820
6983246,35990162,Entire home/apt,,Fenway,30,4.5,2,,200.0,2.0,42.344146,-71.087952,2016-11-21 07:57:17.735491
15521407,72139831,Private room,,Dorchester,3,5.0,1,,75.0,1.0,42.309114,-71.046984,2016-11-21 07:56:47.945161
14651378,59206758,Entire home/apt,,Allston,7,4.5,2,,83.0,4.0,42.350095,-71.132589,2016-11-21 07:56:14.369819
15517080,1025454,Private room,,Dorchester,1,,2,,100.0,1.0,42.320734,-71.058739,2016-11-21 07:55:50.325051
6000531,1446735,Entire home/apt,,Charlestown,11,5.0,3,,249.0,,42.374157,-71.062025,2016-11-21 07:55:36.414587
14711125,8898897,Entire home/apt,,South Boston Waterfront,4,5.0,4,,229.0,,42.344634,-71.043818,2016-11-21 07:55:23.836968
1115394,884747,Private room,,Jamaica Plain,199,5.0,2,,91.0,2.0,42.310009,-71.101764,2016-11-21 07:54:32.398904
14594810,90526463,Entire home/apt,,Charlestown,1,,2,,249.0,2.0,42.379994,-71.066525,2016-11-21 07:53:59.083432
2547129,3137257,Entire home/apt,,Downtown,16,4.5,3,,170.0,3.0,42.362773,-71.059393,2016-11-21 07:53:40.012616
951480,25188,Entire home/apt,,Fenway,1,,4,,349.0,3.0,42.342967,-71.102514,2016-11-21 07:52:00.471708
11492423,10393465,Private room,,South Boston,38,5.0,2,,100.0,1.0,42.335907,-71.055366,2016-11-21 07:51:55.892473
7456504,39051883,Entire home/apt,,Back Bay,0,,2,,114.0,14.0,42.349706,-71.087504,2016-11-21 07:51:35.153105
15772120,101996844,Private room,,Beacon Hill,0,,1,,40.0,6.0,42.360637,-71.066786,2016-11-21 07:51:32.084172
3765289,16442921,Private room,,Dorchester,2,,2,,65.0,4.0,42.319982,-71.054391,2016-11-21 07:51:29.895409
8146576,30283594,Entire home/apt,,Fenway,1,,5,,319.0,3.0,42.345257,-71.101742,2016-11-21 07:50:55.399665
14013583,3432624,Private room,,Charlestown,4,5.0,1,,125.0,,42.373283,-71.058152,2016-11-21 07:50:53.313613
9796309,9671845,Private room,,Downtown,0,,4,,100.0,1.0,42.358584,-71.052697,2016-11-21 07:50:49.613543
5927267,26098645,Private room,,South Boston,48,4.5,2,,75.0,3.0,42.331339,-71.056945,2016-11-21 07:49:48.991063
14473911,12243051,Entire home/apt,,Allston,0,,4,,109.0,3.0,42.3644,-71.130763,2016-11-21 07:49:38.452257
14679817,25757249,Private room,,Downtown,22,4.5,2,,139.0,1.0,42.350785,-71.056018,2016-11-21 07:44:17.081033
13744821,2042123,Entire home/apt,,North End,11,5.0,5,,500.0,1.0,42.362862,-71.055699,2016-11-21 07:43:26.916879
6705513,14486505,Private room,,South Boston,34,4.5,1,,96.0,1.0,42.331459,-71.047263,2016-11-21 07:43:20.643081
780250,2401539,Entire home/apt,,Beacon Hill,4,5.0,2,,189.0,1.0,42.359307,-71.064711,2016-11-21 07:43:02.521052
6742905,324630,Entire home/apt,,Beacon Hill,140,3.5,2,,99.0,,42.361087,-71.06532,2016-11-21 07:42:59.179694
815639,3637081,Entire home/apt,,North End,307,4.5,2,,125.0,1.0,42.367581,-71.056113,2016-11-21 07:42:09.244285
9958026,42333465,Private room,,East Boston,27,4.0,2,,80.0,1.0,42.380139,-71.034765,2016-11-21 07:41:44.252724
11470374,8267675,Entire home/apt,,Dorchester,2,,8,,150.0,5.0,42.292687,-71.074349,2016-11-21 07:41:10.532070
5405928,1169936,Entire home/apt,,Jamaica Plain,12,4.5,6,,200.0,2.0,42.303982,-71.118485,2016-11-21 07:40:33.635106
10549219,54404109,Private room,,Downtown,0,,4,,250.0,4.0,42.358061,-71.052669,2016-11-21 07:40:28.647000
11020786,4776690,Entire home/apt,,South Boston,30,5.0,10,,199.0,,42.338983,-71.037399,2016-11-21 07:39:53.019532
10035581,30283594,Entire home/apt,,Fenway,0,,5,,369.0,3.0,42.343729,-71.099008,2016-11-21 07:39:36.909620
14989956,2327276,Shared room,,Brighton,3,4.5,1,,35.0,1.0,42.3457,-71.144551,2016-11-21 07:38:56.327480
14461498,20264805,Entire home/apt,,North End,5,5.0,2,,150.0,1.0,42.367326,-71.05478,2016-11-21 07:38:53.159002
1433483,7523199,Private room,,Hyde Park,14,5.0,3,,80.0,1.0,42.244563,-71.116479,2016-11-21 07:38:36.398696
11240774,10258834,Entire home/apt,,Fenway,12,4.5,2,,95.0,4.0,42.346268,-71.10432,2016-11-21 07:38:06.323259
15955359,91548283,Private room,,Downtown,2,,2,,90.0,2.0,42.362522,-71.056388,2016-11-21 07:38:03.234605
1102623,5622624,Private room,,Charlestown,53,5.0,2,,125.0,,42.374758,-71.059418,2016-11-21 07:38:01.012661
9383459,48679868,Private room,,Dorchester,47,4.5,3,,35.0,3.0,42.314865,-71.06566,2016-11-21 07:37:22.046905
3276286,15760345,Entire home/apt,,Jamaica Plain,45,4.5,6,,190.0,2.0,42.311472,-71.1053,2016-11-21 07:36:05.173440
9331460,3925363,Private room,,North End,2,,2,,103.0,2.0,42.361532,-71.05373,2016-11-21 07:35:36.384220
14756184,23358100,Private room,,Dorchester,9,5.0,2,,85.0,1.0,42.32553,-71.063637,2016-11-21 07:35:32.395809
15255027,46333427,Private room,,Roxbury,3,5.0,2,,54.0,2.0,42.317249,-71.092814,2016-11-21 07:35:20.808324
12855005,12164071,Private room,,Jamaica Plain,9,5.0,2,,70.0,2.0,42.313422,-71.107119,2016-11-21 07:34:23.360663
11993931,38781900,Shared room,,Roslindale,1,,1,,44.0,1.0,42.273047,-71.13989,2016-11-21 07:32:57.973896
15524772,28820575,Private room,,East Boston,1,,2,,60.0,1.0,42.370407,-71.035323,2016-11-21 07:32:47.017667
5851489,616024,Private room,,South Boston,5,4.5,1,,199.0,1.0,42.339797,-71.048814,2016-11-21 07:32:36.919659
15193464,41962442,Entire home/apt,,Dorchester,10,4.5,5,,199.0,1.0,42.319988,-71.04181,2016-11-21 07:32:16.731387
10813,38997,Entire home/apt,,Fenway,1,,3,,165.0,3.0,42.345917,-71.091937,2016-11-21 07:32:13.814404
13797236,17351662,Entire home/apt,,Beacon Hill,0,,4,,185.0,2.0,42.360313,-71.066591,2016-11-21 07:31:26.748785
8696236,19470226,Private room,,West End,31,4.5,2,,105.0,2.0,42.365427,-71.06773,2016-11-21 07:31:15.407098
14709217,35883584,Entire home/apt,,South End,10,5.0,2,,150.0,,42.339051,-71.07641,2016-11-21 07:30:56.928524
10811,38997,Entire home/apt,,Back Bay,3,4.5,2,,165.0,1.0,42.34973,-71.087924,2016-11-21 07:30:53.709947
14950476,92691757,Entire home/apt,,Charlestown,3,4.0,4,,286.0,1.0,42.372301,-71.060649,2016-11-21 07:30:32.632604
5004278,4225430,Entire home/apt,,South Boston,31,5.0,2,,175.0,2.0,42.33674,-71.042122,2016-11-21 07:27:54.895630
11866651,40946436,Entire home/apt,,Downtown,60,5.0,10,,350.0,1.0,42.350761,-71.065851,2016-11-21 07:26:42.056758
12738641,69277254,Private room,,South Boston,7,5.0,1,,57.0,1.0,42.334821,-71.049212,2016-11-21 07:26:38.904307
5054601,26098645,Private room,,South Boston,43,4.5,2,,75.0,3.0,42.329527,-71.058438,2016-11-21 07:26:24.069737
3820516,128280,Private room,,Charlestown,2,,2,,210.0,2.0,42.376435,-71.065351,2016-11-21 07:25:58.598589
13282548,74906378,Entire home/apt,,Fenway,4,5.0,3,,195.0,1.0,42.345989,-71.094918,2016-11-21 07:25:27.451120
13820571,81414368,Private room,,East Boston,44,5.0,1,,59.0,1.0,42.366998,-71.035943,2016-11-21 07:25:21.832054
15899058,28311782,Entire home/apt,,North End,0,,4,,150.0,3.0,42.36584,-71.05603,2016-11-21 07:25:00.243033
10175033,36670279,Entire home/apt,,North End,31,5.0,5,,200.0,2.0,42.366669,-71.05643,2016-11-21 07:24:53.409493
9382898,48677395,Private room,,East Boston,74,4.5,3,,50.0,,42.379143,-71.039564,2016-11-21 07:24:31.451167
14413896,64418839,Private room,,Allston,2,,2,,119.0,2.0,42.36053,-71.123952,2016-11-21 07:24:02.650296
8118718,17409171,Private room,,East Boston,22,5.0,2,,85.0,1.0,42.369094,-71.033441,2016-11-21 07:22:47.428392
7497047,16052189,Private room,,Hyde Park,1,,1,,31.0,1.0,42.235942,-71.132465,2016-11-21 07:22:37.136948
12221012,28167413,Entire home/apt,,North End,6,5.0,4,,400.0,2.0,42.363013,-71.051764,2016-11-21 07:21:48.081546
8400275,324630,Entire home/apt,,Fenway,92,4.0,3,,99.0,,42.345691,-71.093266,2016-11-21 07:21:30.876853
15582062,44341268,Entire home/apt,,Back Bay,4,5.0,2,,130.0,3.0,42.34754,-71.084139,2016-11-21 07:21:04.914642
12208705,65656106,Private room,,Charlestown,0,,1,,200.0,1.0,42.375217,-71.061495,2016-11-21 07:20:29.725923
3294775,9898255,Private room,,Dorchester,70,4.5,2,,65.0,2.0,42.314178,-71.060367,2016-11-21 07:20:19.062032
6838488,14785487,Entire home/apt,,Allston,7,4.0,8,,550.0,4.0,42.357695,-71.128695,2016-11-21 07:19:28.774243
14808548,6873524,Private room,,North End,2,,3,,102.0,2.0,42.365553,-71.050816,2016-11-21 07:17:25.240483
15133464,91548283,Entire home/apt,,Back Bay,16,4.5,4,,210.0,2.0,42.348516,-71.083735,2016-11-21 07:17:13.803956
14760955,1118374,Entire home/apt,,Downtown,21,4.0,3,,204.0,1.0,42.358894,-71.061653,2016-11-21 07:17:05.492099
11313921,59163294,Private room,,Mission Hill,0,,1,,30.0,1.0,42.329771,-71.103002,2016-11-21 07:16:55.196349
14935220,93938503,Entire home/apt,,Back Bay,10,5.0,16,,499.0,,42.351105,-71.078893,2016-11-21 07:16:51.479695
4281329,22227129,Private room,,Brighton,1,,2,,99.0,1.0,42.347999,-71.15269,2016-11-21 07:16:43.727337
13671334,20823261,Entire home/apt,,South Boston,17,4.5,2,,150.0,2.0,42.33517,-71.054549,2016-11-21 07:16:31.846879
6993585,3755714,Private room,,Downtown,1,,2,,300.0,2.0,42.366586,-71.059092,2016-11-21 07:16:02.146075
6609546,34584706,Private room,,South Boston Waterfront,88,5.0,2,,150.0,1.0,42.347187,-71.041071,2016-11-21 07:15:39.229542
8925974,20079643,Entire home/apt,,Fenway,0,,4,,375.0,3.0,42.343125,-71.101437,2016-11-21 07:15:24.847057
5412487,246083,Entire home/apt,,Mission Hill,1,,4,,160.0,5.0,42.328496,-71.109033,2016-11-21 07:14:48.659110
12971157,48108655,Private room,,East Boston,2,,2,,65.0,2.0,42.369595,-71.039977,2016-11-21 07:14:44.809560
5709298,2006852,Entire home/apt,,Beacon Hill,172,5.0,4,,215.0,1.0,42.359866,-71.067201,2016-11-21 07:14:33.705325
8081935,30283594,Entire home/apt,,Fenway,0,,3,,169.0,3.0,42.344696,-71.101148,2016-11-21 07:14:27.584845
5889190,4144048,Private room,,Allston,80,5.0,2,,95.0,1.0,42.352842,-71.128153,2016-11-21 07:14:19.450637
13414367,1231885,Entire home/apt,,North End,6,4.5,3,,131.0,1.0,42.364735,-71.054128,2016-11-21 07:13:50.726754
9709597,49420203,Private room,,Downtown,1,,4,,400.0,4.0,42.35878,-71.052396,2016-11-21 07:13:31.205103
14092792,84786354,Private room,,Dorchester,9,5.0,2,,59.0,2.0,42.284586,-71.082779,2016-11-21 07:11:48.604190
801680,8229,Entire home/apt,,Roxbury,23,5.0,4,,180.0,3.0,42.328523,-71.095392,2016-11-21 07:11:27.100026
824244,4335656,Private room,,South End,0,,4,,95.0,5.0,42.346758,-71.074167,2016-11-21 07:10:57.073908
13190683,8835753,Entire home/apt,,Beacon Hill,7,4.5,4,,180.0,2.0,42.360162,-71.06462,2016-11-21 07:10:48.817134
15672225,12243051,Entire home/apt,,Allston,2,,6,,179.0,3.0,42.36286,-71.129024,2016-11-21 07:10:45.148360
6386351,33289576,Entire home/apt,,Jamaica Plain,0,,3,,185.0,1.0,42.302487,-71.113314,2016-11-21 07:10:38.310528
12233830,6933825,Entire home/apt,,Allston,46,4.5,6,,139.0,,42.356741,-71.136516,2016-11-21 07:10:28.415627
9590679,49640474,Private room,,Jamaica Plain,19,5.0,1,,65.0,,42.324432,-71.10789,2016-11-21 07:09:44.302966
9228519,39051883,Entire home/apt,,Back Bay,1,,2,,189.0,13.0,42.353552,-71.079905,2016-11-21 07:08:25.886018
4604023,1730791,Private room,,Allston,4,4.5,1,,98.0,1.0,42.353808,-71.130488,2016-11-21 07:08:01.738643
14168664,14685544,Entire home/apt,,East Boston,30,5.0,6,,99.0,1.0,42.379419,-71.021529,2016-11-21 07:07:45.041532
12871137,70390911,Shared room,,Allston,3,,1,,35.0,1.0,42.349352,-71.136227,2016-11-21 07:07:36.391124
12803718,54099497,Entire home/apt,,South Boston,0,,2,,195.0,1.0,42.337971,-71.038855,2016-11-21 07:06:34.012218
14072546,28820575,Private room,,East Boston,61,4.5,2,,70.0,1.0,42.369195,-71.03607,2016-11-21 07:06:03.336072
15494066,28839396,Entire home/apt,,East Boston,0,,4,,215.0,3.0,42.366432,-71.037243,2016-11-21 07:05:36.231945
9344096,14737770,Entire home/apt,,North End,3,4.5,6,,175.0,2.0,42.365429,-71.052188,2016-11-21 07:04:56.533478
14538087,2006852,Entire home/apt,,North End,12,5.0,4,,155.0,,42.366102,-71.051921,2016-11-21 07:04:40.049196
8172380,28820575,Private room,,Roxbury,114,4.5,2,,70.0,1.0,42.329541,-71.093128,2016-11-21 07:04:27.762061
13330146,2319506,Entire home/apt,,Beacon Hill,9,5.0,2,,217.0,1.0,42.358778,-71.070119,2016-11-21 07:04:17.233590
4402259,22851843,Entire home/apt,,Charlestown,37,4.5,2,,175.0,1.0,42.377678,-71.0648,2016-11-21 07:03:42.220144
15336926,21184200,Entire home/apt,,Dorchester,8,4.5,7,,160.0,1.0,42.307748,-71.060224,2016-11-21 07:03:36.425459
9974833,15222708,Entire home/apt,,Back Bay,1,,3,,319.0,1.0,42.351592,-71.082396,2016-11-21 07:03:33.965981
9676551,22249835,Private room,,Jamaica Plain,102,5.0,2,,76.0,2.0,42.31613,-71.105051,2016-11-21 07:03:18.693722
12916551,70833557,Entire home/apt,,South End,60,5.0,4,,99.0,1.0,42.341505,-71.080875,2016-11-21 07:03:14.822635
15538209,99965684,Private room,,Dorchester,3,4.5,2,,55.0,1.0,42.318883,-71.046853,2016-11-21 07:03:10.904799
15525369,28820575,Private room,,East Boston,2,,2,,65.0,1.0,42.372314,-71.037226,2016-11-21 07:02:59.430728
9494511,15583990,Private room,,Dorchester,45,4.5,2,,59.0,1.0,42.288807,-71.061408,2016-11-21 07:02:12.837210
2547075,3137257,Entire home/apt,,Downtown,31,4.5,2,,150.0,3.0,42.359849,-71.057794,2016-11-21 07:01:32.938860
4261781,17814164,Entire home/apt,,South Boston,10,4.5,2,,250.0,1.0,42.337648,-71.045008,2016-11-21 07:00:52.995193
82637,416912,Private room,,Charlestown,17,4.0,2,,175.0,2.0,42.378334,-71.061818,2016-11-21 07:00:48.703408
12067018,64651023,Private room,,Allston,0,,2,,85.0,1.0,42.348026,-71.133565,2016-11-21 07:00:21.082335
11569156,60500914,Entire home/apt,,Brighton,0,,3,,74.0,1.0,42.339983,-71.155049,2016-11-21 06:59:50.949869
7933149,814298,Private room,,South Boston,16,4.5,2,,144.0,2.0,42.343049,-71.055666,2016-11-21 06:59:34.519416
14685769,91169115,Private room,,Mission Hill,2,,1,,50.0,10.0,42.33323,-71.101811,2016-11-21 06:58:04.334047
15005881,20797175,Private room,,Mattapan,7,5.0,2,,75.0,1.0,42.281484,-71.099723,2016-11-21 06:56:56.241472
6317446,9410008,Entire home/apt,,South Boston,59,5.0,4,,245.0,2.0,42.335857,-71.045895,2016-11-21 06:56:42.857515
2021274,1417977,Private room,,South Boston,105,4.5,5,,175.0,1.0,42.333818,-71.033196,2016-11-21 06:56:36.807367
1602491,3875741,Private room,,Roxbury,28,4.0,2,,70.0,2.0,42.327017,-71.081469,2016-11-21 06:56:28.367626
13044229,72163500,Entire home/apt,,South Boston,15,5.0,2,,150.0,1.0,42.329639,-71.055107,2016-11-21 06:53:38.716714
15407347,12243051,Entire home/apt,,Downtown,2,,2,,109.0,3.0,42.356017,-71.059173,2016-11-21 06:53:27.417211
8947232,16186589,Private room,,Dorchester,8,4.0,1,,60.0,10.0,42.289586,-71.068294,2016-11-21 06:52:20.650934
77681,416912,Private room,,Charlestown,25,4.0,2,,160.0,2.0,42.378533,-71.061769,2016-11-21 06:51:52.710336
15281436,5618949,Entire home/apt,,East Boston,0,,4,,129.0,,42.378388,-71.032506,2016-11-21 06:51:33.263714
1717816,4195134,Entire home/apt,,Back Bay,2,,2,,99.0,21.0,42.353237,-71.079396,2016-11-21 06:51:13.444233
7092874,2100288,Entire home/apt,,Beacon Hill,1,,4,,260.0,5.0,42.355697,-71.073166,2016-11-21 06:50:23.836767
15059730,41962442,Shared room,,Dorchester,3,4.5,2,,79.0,1.0,42.318863,-71.041821,2016-11-21 06:50:02.990686
13813380,71551723,Private room,,Chinatown,6,5.0,2,,400.0,2.0,42.352315,-71.061539,2016-11-21 06:49:56.131183
4263736,11228809,Private room,,Roxbury,107,5.0,2,,125.0,2.0,42.32943,-71.093075,2016-11-21 06:49:34.421387
8271384,43613912,Entire home/apt,,South Boston Waterfront,112,5.0,2,,125.0,1.0,42.343056,-71.051731,2016-11-21 06:49:30.694369
8207556,43279825,Private room,,Brighton,0,,1,,105.0,1.0,42.352819,-71.158658,2016-11-21 06:48:34.530524
15492441,96458772,Entire home/apt,,Mission Hill,6,5.0,4,,117.0,1.0,42.333793,-71.10676,2016-11-21 06:47:43.997855
1623240,8093184,Entire home/apt,,Charlestown,7,5.0,6,,470.0,2.0,42.378556,-71.063384,2016-11-21 06:45:53.772250
8161218,43078666,Private room,,Dorchester,7,5.0,2,,100.0,1.0,42.315888,-71.071995,2016-11-21 06:45:44.510825
14979792,86955930,Private room,,East Boston,20,5.0,4,,95.0,1.0,42.370621,-71.040621,2016-11-21 06:45:37.321010
15471093,11715422,Private room,,Beacon Hill,7,4.5,4,,169.0,1.0,42.360347,-71.070604,2016-11-21 06:43:50.645503
16002324,5009446,Private room,,Charlestown,0,,2,,65.0,1.0,42.38011,-71.068142,2016-11-21 06:43:36.355926
13752754,28026197,Entire home/apt,,South Boston,1,,2,,140.0,1.0,42.335041,-71.048583,2016-11-21 06:43:27.787282
15453986,99137890,Shared room,,Downtown,7,4.5,1,,50.0,1.0,42.352012,-71.062857,2016-11-21 06:43:17.562074
7434871,38945687,Entire home/apt,,Chinatown,68,4.5,8,,383.0,1.0,42.349393,-71.062637,2016-11-21 06:43:02.927103
176006,841314,Private room,,Roxbury,93,4.5,2,,60.0,3.0,42.314344,-71.073502,2016-11-21 06:42:31.651323
13028899,43544288,Private room,,West Roxbury,6,3.5,2,,88.0,1.0,42.274086,-71.168792,2016-11-21 06:41:37.460071
13924495,19008767,Entire home/apt,,South Boston,9,4.5,6,,299.0,2.0,42.338977,-71.050894,2016-11-21 06:41:25.236203
3788075,6103425,Private room,,Dorchester,28,4.5,4,,81.0,1.0,42.301693,-71.062637,2016-11-21 06:40:53.268858
13261006,6033710,Private room,,Roxbury,0,,2,,75.0,1.0,42.339793,-71.082264,2016-11-21 06:40:26.359985
4638356,24014785,Private room,,East Boston,35,5.0,2,,85.0,1.0,42.377412,-71.035787,2016-11-21 06:40:11.262546
4863101,8157833,Private room,,South Boston,116,4.5,2,,130.0,1.0,42.335695,-71.051267,2016-11-21 06:39:41.918765
16027532,104262029,Entire home/apt,,South Boston Waterfront,0,,7,,251.0,2.0,42.350673,-71.045315,2016-11-21 06:38:57.102146
7225376,37826100,Private room,,Mission Hill,5,3.0,2,,75.0,1.0,42.331554,-71.096288,2016-11-21 06:29:31.176621
1187188,2238969,Entire home/apt,,Jamaica Plain,17,5.0,4,,220.0,3.0,42.306928,-71.107894,2016-11-21 06:27:37.530083
10032327,45004988,Entire home/apt,,Allston,21,5.0,4,,210.0,2.0,42.349446,-71.130806,2016-11-21 06:27:27.736392
14220964,26956083,Private room,,Allston,4,5.0,2,,69.0,,42.361725,-71.127162,2016-11-21 06:27:16.112053
9864083,50766866,Entire home/apt,,South End,0,,2,,150.0,1.0,42.341836,-71.064754,2016-11-21 06:27:02.321158
4518710,10478250,Entire home/apt,,Bay Village,45,4.5,4,,165.0,1.0,42.349251,-71.068991,2016-11-21 06:26:30.292761
6181230,25188,Entire home/apt,,Downtown,3,3.5,2,,249.0,4.0,42.365967,-71.059535,2016-11-21 06:26:11.315885
11304657,22089451,Entire home/apt,,Allston,1,,4,,195.0,1.0,42.358773,-71.131832,2016-11-21 06:25:57.855931
9878725,17892292,Private room,,Allston,0,,2,,40.0,1.0,42.36031,-71.134113,2016-11-21 06:25:55.193153
11584799,57812241,Private room,,Dorchester,11,5.0,2,,83.0,2.0,42.293237,-71.064011,2016-11-21 06:25:27.811738
15889811,103057670,Entire home/apt,,South Boston,0,,2,,90.0,1.0,42.335768,-71.027074,2016-11-21 06:25:24.815559
6854357,9953174,Private room,,Allston,1,,2,,45.0,1.0,42.349017,-71.136151,2016-11-21 06:24:27.415649
15632501,362757,Entire home/apt,,Jamaica Plain,0,,2,,145.0,4.0,42.317455,-71.098715,2016-11-21 06:24:15.958357
13107648,46702413,Private room,,North End,28,5.0,4,,99.0,3.0,42.36666,-71.052094,2016-11-21 06:24:08.424461
15890794,15588208,Private room,,Allston,1,,2,,70.0,1.0,42.351494,-71.128221,2016-11-21 06:22:29.637417
91588,494453,Private room,,Dorchester,8,4.5,2,,80.0,1.0,42.31358,-71.046968,2016-11-21 06:21:00.719561
9813223,25279966,Entire home/apt,,Allston,18,4.5,3,,69.0,2.0,42.351052,-71.133836,2016-11-21 06:19:57.269546
4315428,22402141,Private room,,East Boston,1,,2,,150.0,5.0,42.390666,-71.003863,2016-11-21 06:19:52.438305
4160585,224090,Private room,,Mission Hill,42,5.0,1,,85.0,2.0,42.328867,-71.109745,2016-11-21 06:19:49.674547
14983707,10716338,Entire home/apt,,Beacon Hill,19,4.5,4,,290.0,1.0,42.357806,-71.070528,2016-11-21 06:19:38.042609
14671948,2844298,Entire home/apt,,Dorchester,4,5.0,6,,158.0,1.0,42.315877,-71.063231,2016-11-21 06:19:12.322540
15988369,72740697,Entire home/apt,,South Boston,0,,2,,920.0,1.0,42.336337,-71.058844,2016-11-21 06:18:40.167639
11389072,1997048,Private room,,Dorchester,0,,3,,119.0,2.0,42.300491,-71.080639,2016-11-21 06:18:30.896157
15480223,99378834,Private room,,Downtown,1,,2,,250.0,1.0,42.366237,-71.060491,2016-11-21 06:17:54.405322
8613870,2330905,Private room,,Charlestown,4,5.0,3,,150.0,1.0,42.379801,-71.06675,2016-11-21 06:17:42.191257
9255725,26956083,Private room,,Brighton,21,4.5,2,,68.0,2.0,42.359078,-71.14059,2016-11-21 06:17:29.568424
15314965,95149473,Entire home/apt,,Downtown,6,4.5,6,,169.0,2.0,42.353077,-71.062736,2016-11-21 06:17:20.543588
12176027,46984941,Private room,,Allston,2,,2,,45.0,7.0,42.359916,-71.124831,2016-11-21 07:48:16.453538
10434883,48494513,Entire home/apt,,Beacon Hill,37,4.5,2,,209.0,2.0,42.357218,-71.070502,2016-11-21 07:47:48.304518
1631942,4147257,Entire home/apt,,Jamaica Plain,19,5.0,2,,125.0,2.0,42.311314,-71.116171,2016-11-21 07:47:02.043591
12891323,17000652,Private room,,East Boston,4,5.0,2,,85.0,1.0,42.370499,-71.035561,2016-11-21 07:46:28.351196
12962923,20857768,Entire home/apt,,Beacon Hill,2,,2,,209.0,4.0,42.357969,-71.070311,2016-11-21 07:46:24.566642
7287822,17844905,Entire home/apt,,Jamaica Plain,72,5.0,4,,130.0,2.0,42.315274,-71.108462,2016-11-21 07:45:35.417502
9197535,33311329,Private room,,South End,3,3.5,1,,100.0,1.0,42.345603,-71.075711,2016-11-21 07:45:22.258985
15903604,69384821,Private room,,South Boston,1,,4,,108.0,1.0,42.331688,-71.056135,2016-11-21 07:44:48.689885
7582651,39761134,Entire home/apt,,North End,3,5.0,4,,220.0,2.0,42.36493,-71.056451,2016-11-21 07:44:40.779152
7783953,32304279,Private room,,Allston,1,,2,,128.0,7.0,42.359952,-71.128012,2016-11-21 06:16:48.801768
3765014,16442921,Private room,,Dorchester,10,3.0,1,,49.0,4.0,42.320018,-71.054957,2016-11-21 06:16:38.610906
14573486,35742537,Entire home/apt,,Chinatown,7,5.0,4,,270.0,4.0,42.350676,-71.061377,2016-11-21 06:16:20.313171
6764572,35411494,Private room,,Jamaica Plain,72,5.0,2,,89.0,,42.318578,-71.106278,2016-11-21 06:15:55.313476
12628940,68572323,Entire home/apt,,Allston,0,,4,,189.0,2.0,42.362599,-71.130653,2016-11-21 06:15:40.175531
1754121,6320362,Entire home/apt,,South Boston Waterfront,4,5.0,4,,330.0,2.0,42.348974,-71.048531,2016-11-21 06:15:37.369014
5259996,71783,Entire home/apt,,Fenway,1,,3,,245.0,21.0,42.350283,-71.094239,2016-11-21 06:15:23.279101
8815257,6103953,Entire home/apt,,South End,28,4.5,6,,177.0,,42.344373,-71.064577,2016-11-21 06:15:08.281702
15407458,44341268,Entire home/apt,,Beacon Hill,6,5.0,2,,150.0,3.0,42.359083,-71.068375,2016-11-21 06:14:24.479554
12051674,5618949,Entire home/apt,,East Boston,21,4.0,5,,129.0,,42.364852,-71.030165,2016-11-21 06:14:14.218639
11648212,38107558,Entire home/apt,,North End,6,5.0,2,,145.0,1.0,42.366382,-71.055879,2016-11-21 06:11:40.808158
475259,2355815,Entire home/apt,,Bay Village,4,4.0,5,,500.0,3.0,42.349901,-71.0696,2016-11-21 06:11:34.234352
5884210,28056464,Private room,,Allston,0,,1,,33.0,1.0,42.352659,-71.134972,2016-11-21 06:11:09.467017
6088708,6950436,Private room,,South Boston,88,4.5,2,,128.0,1.0,42.329995,-71.051723,2016-11-21 06:10:19.264177
11757376,54099497,Private room,,South Boston,15,4.5,2,,119.0,1.0,42.336446,-71.040487,2016-11-21 06:09:43.914729
14518319,4140161,Entire home/apt,,South Boston Waterfront,0,,4,,175.0,1.0,42.348665,-71.038916,2016-11-21 06:09:22.278730
14506396,89613233,Private room,,Chinatown,2,,2,,95.0,1.0,42.348648,-71.060129,2016-11-21 06:08:38.003840
14961073,5618949,Entire home/apt,,Chinatown,4,5.0,8,,325.0,,42.349068,-71.062858,2016-11-21 06:08:34.543200
10427199,48494513,Entire home/apt,,South End,29,4.5,2,,219.0,2.0,42.343416,-71.079516,2016-11-21 06:08:07.410786
8537786,44948848,Private room,,Beacon Hill,14,3.0,1,,500.0,1.0,42.360351,-71.067273,2016-11-21 06:08:00.102908
12344014,1570388,Entire home/apt,,Dorchester,3,4.5,4,,175.0,2.0,42.316481,-71.065025,2016-11-21 06:07:52.337637
276450,1444340,Entire home/apt,,Roxbury,55,4.0,4,,167.0,2.0,42.33814,-71.080008,2016-11-21 06:05:31.792809
9015308,47074939,Entire home/apt,,Dorchester,7,4.5,4,,300.0,1.0,42.319617,-71.048332,2016-11-21 06:05:26.087729
496022,1956464,Private room,,Jamaica Plain,16,5.0,2,,200.0,2.0,42.3092,-71.118365,2016-11-21 06:04:49.392162
8097903,25188,Entire home/apt,,Downtown,1,,4,,329.0,4.0,42.366268,-71.058977,2016-11-21 06:03:35.858503
15194685,41962442,Private room,,Dorchester,4,5.0,2,,129.0,1.0,42.320539,-71.041512,2016-11-21 06:03:32.110959
